,average CF
b'20071014230000',0
b'20071015000000',0
b'20071015010000',0
b'20071015020000',0
b'20071015030000',0
b'20071015040000',0
b'20071015050000',0
b'20071015060000',0
b'20071015070000',0
b'20071015080000',0
b'20071015090000',0
b'20071015100000',0
b'20071015110000',0
b'20071015120000',0
b'20071015130000',0
b'20071015140000',0
b'20071015150000',0
b'20071015160000',0
b'20071015170000',0
b'20071015180000',0
b'20071015190000',0
b'20071015200000',0
b'20071015210000',0
b'20071015220000',0
b'20071015230000',0
b'20071016000000',0
b'20071016010000',0
b'20071016020000',0
b'20071016030000',0
b'20071016040000',0
b'20071016050000',0
b'20071016060000',0
b'20071016070000',0
b'20071016080000',0
b'20071016090000',0
b'20071016100000',0
b'20071016110000',0
b'20071016120000',0
b'20071016130000',0
b'20071016140000',0
b'20071016150000',0
b'20071016160000',0
b'20071016170000',0
b'20071016180000',0
b'20071016190000',0
b'20071016200000',0
b'20071016210000',0
b'20071016220000',0
b'20071016230000',0
b'20071017000000',0
b'20071017010000',0
b'20071017020000',0
b'20071017030000',0
b'20071017040000',0
b'20071017050000',0
b'20071017060000',0
b'20071017070000',0
b'20071017080000',0
b'20071017090000',0
b'20071017100000',0
b'20071017110000',0
b'20071017120000',0
b'20071017130000',0
b'20071017140000',0
b'20071017150000',0
b'20071017160000',0
b'20071017170000',0
b'20071017180000',0
b'20071017190000',0
b'20071017200000',0
b'20071017210000',0
b'20071017220000',0
b'20071017230000',0
b'20071018000000',0
b'20071018010000',0
b'20071018020000',0
b'20071018030000',0
b'20071018040000',0
b'20071018050000',0
b'20071018060000',0
b'20071018070000',0
b'20071018080000',0
b'20071018090000',0
b'20071018100000',0
b'20071018110000',0
b'20071018120000',0
b'20071018130000',0
b'20071018140000',0
b'20071018150000',0
b'20071018160000',0
b'20071018170000',0
b'20071018180000',0
b'20071018190000',0
b'20071018200000',0
b'20071018210000',0
b'20071018220000',0
b'20071018230000',0
b'20071019000000',0
b'20071019010000',0
b'20071019020000',0
b'20071019030000',0
b'20071019040000',0
b'20071019050000',0
b'20071019060000',0
b'20071019070000',0
b'20071019080000',0
b'20071019090000',0
b'20071019100000',0
b'20071019110000',0
b'20071019120000',0
b'20071019130000',0
b'20071019140000',0
b'20071019150000',0
b'20071019160000',0
b'20071019170000',0
b'20071019180000',0
b'20071019190000',0
b'20071019200000',0
b'20071019210000',0
b'20071019220000',0
b'20071019230000',0
b'20071020000000',0
b'20071020010000',0
b'20071020020000',0
b'20071020030000',0
b'20071020040000',0
b'20071020050000',0
b'20071020060000',0
b'20071020070000',0
b'20071020080000',0
b'20071020090000',0
b'20071020100000',0
b'20071020110000',0
b'20071020120000',0
b'20071020130000',0
b'20071020140000',0
b'20071020150000',0
b'20071020160000',0
b'20071020170000',0
b'20071020180000',0
b'20071020190000',0
b'20071020200000',0
b'20071020210000',0
b'20071020220000',0
b'20071020230000',0
b'20071021000000',0
b'20071021010000',0
b'20071021020000',0
b'20071021030000',0
b'20071021040000',0
b'20071021050000',0
b'20071021060000',0
b'20071021070000',0
b'20071021080000',0
b'20071021090000',0
b'20071021100000',0
b'20071021110000',0
b'20071021120000',0
b'20071021130000',0
b'20071021140000',0
b'20071021150000',0
b'20071021160000',0
b'20071021170000',0
b'20071021180000',0
b'20071021190000',0
b'20071021200000',0
b'20071021210000',0
b'20071021220000',0
b'20071021230000',0
b'20071022000000',0
b'20071022010000',0
b'20071022020000',0
b'20071022030000',0
b'20071022040000',0
b'20071022050000',0
b'20071022060000',0
b'20071022070000',0
b'20071022080000',0
b'20071022090000',0
b'20071022100000',0
b'20071022110000',0
b'20071022120000',0
b'20071022130000',0
b'20071022140000',0
b'20071022150000',0
b'20071022160000',0
b'20071022170000',0
b'20071022180000',0
b'20071022190000',0
b'20071022200000',0
b'20071022210000',0
b'20071022220000',0
b'20071022230000',0
b'20071023000000',0
b'20071023010000',0
b'20071023020000',0
b'20071023030000',0
b'20071023040000',0
b'20071023050000',0
b'20071023060000',0
b'20071023070000',0
b'20071023080000',0
b'20071023090000',0
b'20071023100000',0
b'20071023110000',0
b'20071023120000',0
b'20071023130000',0
b'20071023140000',0
b'20071023150000',0
b'20071023160000',0
b'20071023170000',0
b'20071023180000',0
b'20071023190000',0
b'20071023200000',0
b'20071023210000',0
b'20071023220000',0
b'20071023230000',0
b'20071024000000',0
b'20071024010000',0
b'20071024020000',0
b'20071024030000',0
b'20071024040000',0
b'20071024050000',0
b'20071024060000',0
b'20071024070000',0
b'20071024080000',0
b'20071024090000',0
b'20071024100000',0
b'20071024110000',0
b'20071024120000',0
b'20071024130000',0
b'20071024140000',0
b'20071024150000',0
b'20071024160000',0
b'20071024170000',0
b'20071024180000',0
b'20071024190000',0
b'20071024200000',0
b'20071024210000',0
b'20071024220000',0
b'20071024230000',0
b'20071025000000',0
b'20071025010000',0
b'20071025020000',0
b'20071025030000',0
b'20071025040000',0
b'20071025050000',0
b'20071025060000',0
b'20071025070000',0
b'20071025080000',0
b'20071025090000',0
b'20071025100000',0
b'20071025110000',0
b'20071025120000',0
b'20071025130000',0
b'20071025140000',0
b'20071025150000',0
b'20071025160000',0
b'20071025170000',0
b'20071025180000',0
b'20071025190000',0
b'20071025200000',0
b'20071025210000',0
b'20071025220000',0
b'20071025230000',0
b'20071026000000',0
b'20071026010000',0
b'20071026020000',0
b'20071026030000',0
b'20071026040000',0
b'20071026050000',0
b'20071026060000',0
b'20071026070000',0
b'20071026080000',0
b'20071026090000',0
b'20071026100000',0
b'20071026110000',0
b'20071026120000',0
b'20071026130000',0
b'20071026140000',0
b'20071026150000',0
b'20071026160000',0
b'20071026170000',0
b'20071026180000',0
b'20071026190000',0
b'20071026200000',0
b'20071026210000',0
b'20071026220000',0
b'20071026230000',0
b'20071027000000',0
b'20071027010000',0
b'20071027020000',0
b'20071027030000',0
b'20071027040000',0
b'20071027050000',0
b'20071027060000',0
b'20071027070000',0
b'20071027080000',0
b'20071027090000',0
b'20071027100000',0
b'20071027110000',0
b'20071027120000',0
b'20071027130000',0
b'20071027140000',0
b'20071027150000',0
b'20071027160000',0
b'20071027170000',0
b'20071027180000',0
b'20071027190000',0
b'20071027200000',0
b'20071027210000',0
b'20071027220000',0
b'20071027230000',0
b'20071028000000',0
b'20071028010000',0
b'20071028020000',0
b'20071028030000',0
b'20071028040000',0
b'20071028050000',0
b'20071028060000',0
b'20071028070000',0
b'20071028080000',0
b'20071028090000',0
b'20071028100000',0
b'20071028110000',0
b'20071028120000',0
b'20071028130000',0
b'20071028140000',0
b'20071028150000',0
b'20071028160000',0
b'20071028170000',0
b'20071028180000',0
b'20071028190000',0
b'20071028200000',0
b'20071028210000',0
b'20071028220000',0
b'20071028230000',0
b'20071029000000',0
b'20071029010000',0
b'20071029020000',0
b'20071029030000',0
b'20071029040000',0
b'20071029050000',0
b'20071029060000',0
b'20071029070000',0
b'20071029080000',0
b'20071029090000',0
b'20071029100000',0
b'20071029110000',0
b'20071029120000',0
b'20071029130000',0
b'20071029140000',0
b'20071029150000',0
b'20071029160000',0
b'20071029170000',0
b'20071029180000',0
b'20071029190000',0
b'20071029200000',0
b'20071029210000',0
b'20071029220000',0
b'20071029230000',0
b'20071030000000',0
b'20071030010000',0
b'20071030020000',0
b'20071030030000',0
b'20071030040000',0
b'20071030050000',0
b'20071030060000',0
b'20071030070000',0
b'20071030080000',0
b'20071030090000',0
b'20071030100000',0
b'20071030110000',0
b'20071030120000',0
b'20071030130000',0
b'20071030140000',0
b'20071030150000',0
b'20071030160000',0
b'20071030170000',0
b'20071030180000',0
b'20071030190000',0
b'20071030200000',0
b'20071030210000',0
b'20071030220000',0
b'20071030230000',0
b'20071031000000',0
b'20071031010000',0
b'20071031020000',0
b'20071031030000',0
b'20071031040000',0
b'20071031050000',0
b'20071031060000',0
b'20071031070000',0
b'20071031080000',0
b'20071031090000',0
b'20071031100000',0
b'20071031110000',0
b'20071031120000',0
b'20071031130000',0
b'20071031140000',0
b'20071031150000',0
b'20071031160000',0
b'20071031170000',0
b'20071031180000',0
b'20071031190000',0
b'20071031200000',0
b'20071031210000',0
b'20071031220000',0
b'20071031230000',0
b'20071101000000',0
b'20071101010000',0
b'20071101020000',0
b'20071101030000',0
b'20071101040000',0
b'20071101050000',0
b'20071101060000',0
b'20071101070000',0
b'20071101080000',0
b'20071101090000',0
b'20071101100000',0
b'20071101110000',0
b'20071101120000',0
b'20071101130000',0
b'20071101140000',0
b'20071101150000',0
b'20071101160000',0
b'20071101170000',0
b'20071101180000',0
b'20071101190000',0
b'20071101200000',0
b'20071101210000',0
b'20071101220000',0
b'20071101230000',0
b'20071102000000',0
b'20071102010000',0
b'20071102020000',0
b'20071102030000',0
b'20071102040000',0
b'20071102050000',0
b'20071102060000',0
b'20071102070000',0
b'20071102080000',0
b'20071102090000',0
b'20071102100000',0
b'20071102110000',0
b'20071102120000',0
b'20071102130000',0
b'20071102140000',0
b'20071102150000',0
b'20071102160000',0
b'20071102170000',0
b'20071102180000',0
b'20071102190000',0
b'20071102200000',0
b'20071102210000',0
b'20071102220000',0
b'20071102230000',0
b'20071103000000',0
b'20071103010000',0
b'20071103020000',0
b'20071103030000',0
b'20071103040000',0
b'20071103050000',0
b'20071103060000',0
b'20071103070000',0
b'20071103080000',0
b'20071103090000',0
b'20071103100000',0
b'20071103110000',0
b'20071103120000',0
b'20071103130000',0
b'20071103140000',0
b'20071103150000',0
b'20071103160000',0
b'20071103170000',0
b'20071103180000',0
b'20071103190000',0
b'20071103200000',0
b'20071103210000',0
b'20071103220000',0
b'20071103230000',0
b'20071104000000',0
b'20071104010000',0
b'20071104020000',0
b'20071104030000',0
b'20071104040000',0
b'20071104050000',0
b'20071104060000',0
b'20071104070000',0
b'20071104080000',0
b'20071104090000',0
b'20071104100000',0
b'20071104110000',0
b'20071104120000',0
b'20071104130000',0
b'20071104140000',0
b'20071104150000',0
b'20071104160000',0
b'20071104170000',0
b'20071104180000',0
b'20071104190000',0
b'20071104200000',0
b'20071104210000',0
b'20071104220000',0
b'20071104230000',0
b'20071105000000',0
b'20071105010000',0
b'20071105020000',0
b'20071105030000',0
b'20071105040000',0
b'20071105050000',0
b'20071105060000',0
b'20071105070000',0
b'20071105080000',0
b'20071105090000',0
b'20071105100000',0
b'20071105110000',0
b'20071105120000',0
b'20071105130000',0
b'20071105140000',0
b'20071105150000',0
b'20071105160000',0
b'20071105170000',0
b'20071105180000',0
b'20071105190000',0
b'20071105200000',0
b'20071105210000',0
b'20071105220000',0
b'20071105230000',0
b'20071106000000',0
b'20071106010000',0
b'20071106020000',0
b'20071106030000',0
b'20071106040000',0
b'20071106050000',0
b'20071106060000',0
b'20071106070000',0
b'20071106080000',0
b'20071106090000',0
b'20071106100000',0
b'20071106110000',0
b'20071106120000',0
b'20071106130000',0
b'20071106140000',0
b'20071106150000',0
b'20071106160000',0
b'20071106170000',0
b'20071106180000',0
b'20071106190000',0
b'20071106200000',0
b'20071106210000',0
b'20071106220000',0
b'20071106230000',0
b'20071107000000',0
b'20071107010000',0
b'20071107020000',0
b'20071107030000',0
b'20071107040000',0
b'20071107050000',0
b'20071107060000',0
b'20071107070000',0
b'20071107080000',0
b'20071107090000',0
b'20071107100000',0
b'20071107110000',0
b'20071107120000',0
b'20071107130000',0
b'20071107140000',0
b'20071107150000',0
b'20071107160000',0
b'20071107170000',0
b'20071107180000',0
b'20071107190000',0
b'20071107200000',0
b'20071107210000',0
b'20071107220000',0
b'20071107230000',0
b'20071108000000',0
b'20071108010000',0
b'20071108020000',0
b'20071108030000',0
b'20071108040000',0
b'20071108050000',0
b'20071108060000',0
b'20071108070000',0
b'20071108080000',0
b'20071108090000',0
b'20071108100000',0
b'20071108110000',0
b'20071108120000',0
b'20071108130000',0
b'20071108140000',0
b'20071108150000',0
b'20071108160000',0
b'20071108170000',0
b'20071108180000',0
b'20071108190000',0
b'20071108200000',0
b'20071108210000',0
b'20071108220000',0
b'20071108230000',0
b'20071109000000',0
b'20071109010000',0
b'20071109020000',0
b'20071109030000',0
b'20071109040000',0
b'20071109050000',0
b'20071109060000',0
b'20071109070000',0
b'20071109080000',0
b'20071109090000',0
b'20071109100000',0
b'20071109110000',0
b'20071109120000',0
b'20071109130000',0
b'20071109140000',0
b'20071109150000',0
b'20071109160000',0
b'20071109170000',0
b'20071109180000',0
b'20071109190000',0
b'20071109200000',0
b'20071109210000',0
b'20071109220000',0
b'20071109230000',0
b'20071110000000',0
b'20071110010000',0
b'20071110020000',0
b'20071110030000',0
b'20071110040000',0
b'20071110050000',0
b'20071110060000',0
b'20071110070000',0
b'20071110080000',0
b'20071110090000',0
b'20071110100000',0
b'20071110110000',0
b'20071110120000',0
b'20071110130000',0
b'20071110140000',0
b'20071110150000',0
b'20071110160000',0
b'20071110170000',0
b'20071110180000',0
b'20071110190000',0
b'20071110200000',0
b'20071110210000',0
b'20071110220000',0
b'20071110230000',0
b'20071111000000',0
b'20071111010000',0
b'20071111020000',0
b'20071111030000',0
b'20071111040000',0
b'20071111050000',0
b'20071111060000',0
b'20071111070000',0
b'20071111080000',0
b'20071111090000',0
b'20071111100000',0
b'20071111110000',0
b'20071111120000',0
b'20071111130000',0
b'20071111140000',0
b'20071111150000',0
b'20071111160000',0
b'20071111170000',0
b'20071111180000',0
b'20071111190000',0
b'20071111200000',0
b'20071111210000',0
b'20071111220000',0
b'20071111230000',0
b'20071112000000',0
b'20071112010000',0
b'20071112020000',0
b'20071112030000',0
b'20071112040000',0
b'20071112050000',0
b'20071112060000',0
b'20071112070000',0
b'20071112080000',0
b'20071112090000',0
b'20071112100000',0
b'20071112110000',0
b'20071112120000',0
b'20071112130000',0
b'20071112140000',0
b'20071112150000',0
b'20071112160000',0
b'20071112170000',0
b'20071112180000',0
b'20071112190000',0
b'20071112200000',0
b'20071112210000',0
b'20071112220000',0
b'20071112230000',0
b'20071113000000',0
b'20071113010000',0
b'20071113020000',0
b'20071113030000',0
b'20071113040000',0
b'20071113050000',0
b'20071113060000',0
b'20071113070000',0
b'20071113080000',0
b'20071113090000',0
b'20071113100000',0
b'20071113110000',0
b'20071113120000',0
b'20071113130000',0
b'20071113140000',0
b'20071113150000',0
b'20071113160000',0
b'20071113170000',0
b'20071113180000',0
b'20071113190000',0
b'20071113200000',0
b'20071113210000',0
b'20071113220000',0
b'20071113230000',0
b'20071114000000',0
b'20071114010000',0
b'20071114020000',0
b'20071114030000',0
b'20071114040000',0
b'20071114050000',0
b'20071114060000',0
b'20071114070000',0
b'20071114080000',0
b'20071114090000',0
b'20071114100000',0
b'20071114110000',0
b'20071114120000',0
b'20071114130000',0
b'20071114140000',0
b'20071114150000',0
b'20071114160000',0
b'20071114170000',0
b'20071114180000',0
b'20071114190000',0
b'20071114200000',0
b'20071114210000',0
b'20071114220000',0
